title_arxiv,title_sch,id_arxiv,id_sch,date_arxiv,date_sch,authors_arxiv
Non-Convex Bilevel Optimization with Time-Varying Objective Functions,Non-Convex Bilevel Optimization with Time-Varying Objective Functions,2308.03811v2,6f6e2139eb762f857ca1093e699de243fa0613dd,2023-08-07,2023-08-07,"Sen Lin, Daouda Sow, Kaiyi Ji, Yingbin Liang, Ness Shroff"
Self-Correcting Bayesian Optimization through Bayesian Active Learning,Self-Correcting Bayesian Optimization through Bayesian Active Learning,2304.11005v2,54d2ad98be9f89359e0b523121d5cc028cc79099,2023-04-21,2023-04-21,"Carl Hvarfner, Erik Hellsten, Frank Hutter, Luigi Nardi"
Neural Estimation of Submodular Functions with Applications to Differentiable Subset Selection,Neural Estimation of Submodular Functions with Applications to Differentiable Subset Selection,2210.11033v1,fb9f8fe6f7b3c2fb493d4ce3c8b8223ca3f6abcc,2022-10-20,2022-10-20,"Abir De, Soumen Chakrabarti"
Quark: Controllable Text Generation with Reinforced Unlearning,Quark: Controllable Text Generation with Reinforced Unlearning,2205.13636v2,023edab4738690444e3924e224c2641017a0d794,2022-05-26,2022-05-26,"Ximing Lu, Sean Welleck, Jack Hessel, Liwei Jiang, Lianhui Qin, Peter West, Prithviraj Ammanabrolu, Yejin Choi"
Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,2210.12628v1,b9263e73468186b64af6991c54eeb8a612d205e4,2022-10-23,2022-10-23,"Weirui Ye, Pieter Abbeel, Yang Gao"
Amortized Inference for Heterogeneous Reconstruction in Cryo-EM,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM,2210.07387v1,09d08cc39e283cf6b714685e650ac8b95586e132,2022-10-13,2022-10-13,"Axel Levy, Gordon Wetzstein, Julien Martel, Frederic Poitevin, Ellen D. Zhong"
Imitating Human Behaviour with Diffusion Models,Imitating Human Behaviour with Diffusion Models,2301.10677v2,b43330013a5abcccd366d71f2f66c493c790abc6,2023-01-25,2023-01-25,"Tim Pearce, Tabish Rashid, Anssi Kanervisto, Dave Bignell, Mingfei Sun, Raluca Georgescu, Sergio Valcarcel Macua, Shan Zheng Tan, Ida Momennejad, Katja Hofmann, Sam Devlin"
How to prepare your task head for finetuning,How to prepare your task head for finetuning,2302.05779v1,75852ed23746bb8fceebeef8c5ae2d228b83dd24,2023-02-11,2023-02-11,"Yi Ren, Shangmin Guo, Wonho Bae, Danica J. Sutherland"
Interpretability with full complexity by constraining feature information,Interpretability with full complexity by constraining feature information,2211.17264v1,718d22c746ded92caf5d79638a1b5ac6405ca200,2022-11-30,2022-11-30,"Kieran A. Murphy, Dani S. Bassett"
Post hoc Explanations may be Ineffective for Detecting Unknown Spurious Correlation,Post hoc Explanations may be Ineffective for Detecting Unknown Spurious Correlation,2212.04629v1,d3fb854e4e97cab40d1c076cd6e88439a0227249,2022-12-09,2022-12-09,"Julius Adebayo, Michael Muelly, Hal Abelson, Been Kim"
Transfer Learning with Deep Tabular Models,Transfer Learning with Deep Tabular Models,2206.15306v2,96e22af70f9ca575ebfe648677aced03c6c8803d,2022-06-30,2022-06-30,"Roman Levin, Valeriia Cherepanova, Avi Schwarzschild, Arpit Bansal, C. Bayan Bruss, Tom Goldstein, Andrew Gordon Wilson, Micah Goldblum"
Fast Nonlinear Vector Quantile Regression,Fast Nonlinear Vector Quantile Regression,2205.14977v3,e89ba5d9bbe6c6e849708e8081c4e23884e61ed9,2022-05-30,2022-05-30,"Aviv A. Rosenberg, Sanketh Vedula, Yaniv Romano, Alex M. Bronstein"
Anamnesic Neural Differential Equations with Orthogonal Polynomial Projections,Anamnesic Neural Differential Equations with Orthogonal Polynomial Projections,2303.01841v1,be30fc0627babcc50974c940847e8ba6f796e632,2023-03-03,2023-03-03,"Edward De Brouwer, Rahul G. Krishnan"
Learning Topology-Preserving Data Representations,Learning Topology-Preserving Data Representations,2302.00136v2,e2f69d96c20acce19ca53a4086d9ac702237cead,2023-01-31,2023-01-31,"Ilya Trofimov, Daniil Cherniavskii, Eduard Tulchinskii, Nikita Balabin, Evgeny Burnaev, Serguei Barannikov"
Sparse Distributed Memory is a Continual Learner,Sparse Distributed Memory is a Continual Learner,2303.11934v1,8045973dfc73ba945bb47c2181e955669e6270f9,2023-03-20,2023-03-20,"Trenton Bricken, Xander Davies, Deepak Singh, Dmitry Krotov, Gabriel Kreiman"
Eagle: Large-Scale Learning of Turbulent Fluid Dynamics with Mesh Transformers,Eagle: Large-Scale Learning of Turbulent Fluid Dynamics with Mesh Transformers,2302.10803v2,318e4159296cc0b5ad1d6a29e4b0e0411faeffb9,2023-02-16,2023-02-16,"Steeven Janny, Aurélien Béneteau, Madiha Nadri, Julie Digne, Nicolas Thome, Christian Wolf"
DiGress: Discrete Denoising diffusion for graph generation,DiGress: Discrete Denoising diffusion for graph generation,2209.14734v4,037e4a4a9f07ffac25f41c608ea7cd45506da7e4,2022-09-29,2022-09-29,"Clement Vignac, Igor Krawczuk, Antoine Siraudin, Bohan Wang, Volkan Cevher, Pascal Frossard"
On Non-Random Missing Labels in Semi-Supervised Learning,On Non-Random Missing Labels in Semi-Supervised Learning,2206.14923v1,410b8ab687f6f333e254512b49b8703908021fb2,2022-06-29,2022-06-29,"Xinting Hu, Yulei Niu, Chunyan Miao, Xian-Sheng Hua, Hanwang Zhang"
Is forgetting less a good inductive bias for forward transfer?,Is forgetting less a good inductive bias for forward transfer?,2303.08207v1,eaab8c5159fecd44687a1639d542e4fa4b2b0003,2023-03-14,2023-03-14,"Jiefeng Chen, Timothy Nguyen, Dilan Gorur, Arslan Chaudhry"
Artificial Neuronal Ensembles with Learned Context Dependent Gating,Artificial Neuronal Ensembles with Learned Context Dependent Gating,2301.07187v2,7f83b7fbde102f31b48678376c43ab7365a05ec7,2023-01-17,2023-01-17,"Matthew J. Tilley, Michelle Miller, David J. Freedman"
Topological Experience Replay,Topological Experience Replay,2203.15845v3,a2ed2715d0175e93939e0d9f46f2580968c98020,2022-03-29,2022-03-29,"Zhang-Wei Hong, Tao Chen, Yen-Chen Lin, Joni Pajarinen, Pulkit Agrawal"
"Momentum Stiefel Optimizer, with Applications to Suitably-Orthogonal Attention, and Optimal Transport","Momentum Stiefel Optimizer, with Applications to Suitably-Orthogonal Attention, and Optimal Transport",2205.14173v3,349cc55a7378286ad1acdbee58b77a2263f06a5c,2022-05-27,2022-05-27,"Lingkai Kong, Yuqing Wang, Molei Tao"
Harnessing Mixed Offline Reinforcement Learning Datasets via Trajectory Weighting,Harnessing Mixed Offline Reinforcement Learning Datasets via Trajectory Weighting,2306.13085v1,e672d0103fa44f73f15758d51d6a7046352ffd5e,2023-06-22,2023-06-22,"Zhang-Wei Hong, Pulkit Agrawal, Rémi Tachet des Combes, Romain Laroche"
Systematic Rectification of Language Models via Dead-end Analysis,Systematic Rectification of Language Models via Dead-end Analysis,2302.14003v1,da5fcb26c830663b79c9aa1c550ae62e7725fcad,2023-02-27,2023-02-27,"Meng Cao, Mehdi Fatemi, Jackie Chi Kit Cheung, Samira Shabanian"
Information Gain Propagation: a new way to Graph Active Learning with Soft Labels,Information Gain Propagation: a new way to Graph Active Learning with Soft Labels,2203.01093v1,1a4d112a0460577e60542dac7008c302cb0052b6,2022-03-02,2022-03-02,"Wentao Zhang, Yexin Wang, Zhenbang You, Meng Cao, Ping Huang, Jiulong Shan, Zhi Yang, Bin Cui"
Beyond calibration: estimating the grouping loss of modern neural networks,Beyond calibration: estimating the grouping loss of modern neural networks,2210.16315v3,6439d4e28820ebd37c704ef2f951bd983d988b84,2022-10-28,2022-10-28,"Alexandre Perez-Lebel, Marine Le Morvan, Gaël Varoquaux"
A Tale of Two Flows: Cooperative Learning of Langevin Flow and Normalizing Flow Toward Energy-Based Model,A Tale of Two Flows: Cooperative Learning of Langevin Flow and Normalizing Flow Toward Energy-Based Model,2205.06924v1,e598e7a5ca5f37cf2e5fe6e3805f541bd65c5439,2022-05-13,2022-05-13,"Jianwen Xie, Yaxuan Zhu, Jun Li, Ping Li"
Bitrate-Constrained DRO: Beyond Worst Case Robustness To Unknown Group Shifts,Bitrate-Constrained DRO: Beyond Worst Case Robustness To Unknown Group Shifts,2302.02931v2,5e4437c0ef2bcfa06102341938d63e68762527a6,2023-02-06,2023-02-06,"Amrith Setlur, Don Dennis, Benjamin Eysenbach, Aditi Raghunathan, Chelsea Finn, Virginia Smith, Sergey Levine"
Trading Information between Latents in Hierarchical Variational Autoencoders,Trading Information between Latents in Hierarchical Variational Autoencoders,2302.04855v1,858ba8166ae64b04eebc014ab3c365692c2e5a78,2023-02-09,2023-02-09,"Tim Z. Xiao, Robert Bamler"
Continual Pre-training of Language Models,Continual Pre-training of Language Models,2302.03241v4,e3ec55e9e6720194a0ed5d4033d93a941c8a4f99,2023-02-07,2023-02-07,"Zixuan Ke, Yijia Shao, Haowei Lin, Tatsuya Konishi, Gyuhak Kim, Bing Liu"
Bilinear value networks,Bilinear value networks,2204.13695v3,f1b306268ca7e61852f100334b8e969a34822bdc,2022-04-28,2022-04-28,"Zhang-Wei Hong, Ge Yang, Pulkit Agrawal"
"Joint 2D-3D Multi-Task Learning on Cityscapes-3D: 3D Detection, Segmentation, and Depth Estimation","Joint 2D-3D Multi-Task Learning on Cityscapes-3D: 3D Detection, Segmentation, and Depth Estimation",2304.00971v3,4e2a42d21b129eaf182bb238fdccfef76a5a9e00,2023-04-03,2023-04-03,"Hanrong Ye, Dan Xu"
GAMR: A Guided Attention Model for (visual) Reasoning,GAMR: A Guided Attention Model for (visual) Reasoning,2206.04928v5,d5bd67e5d438ee81f0f098ccbaf91246f6409c10,2022-06-10,2022-06-10,"Mohit Vaishnav, Thomas Serre"
Noise Injection Node Regularization for Robust Learning,Noise Injection Node Regularization for Robust Learning,2210.15764v1,c5283314492adacea2de8a056f5529c506d0fef4,2022-10-27,2022-10-27,"Noam Levi, Itay M. Bloch, Marat Freytsis, Tomer Volansky"
A Call to Reflect on Evaluation Practices for Failure Detection in Image Classification,A Call to Reflect on Evaluation Practices for Failure Detection in Image Classification,2211.15259v2,4b6f6f69d6400d4f0daa6a174b33925bb76696c1,2022-11-28,2022-11-28,"Paul F. Jaeger, Carsten T. Lüth, Lukas Klein, Till J. Bungert"
Learning Group Importance using the Differentiable Hypergeometric Distribution,Learning Group Importance using the Differentiable Hypergeometric Distribution,2203.01629v5,459aaba88972ecf483df51521f16b82595c9eadb,2022-03-03,2022-03-03,"Thomas M. Sutter, Laura Manduchi, Alain Ryser, Julia E. Vogt"
FunkNN: Neural Interpolation for Functional Generation,FunkNN: Neural Interpolation for Functional Generation,2212.14042v2,dc444ee2a0beac5a6f0309c5119f4cc56a57dcdc,2022-12-20,2022-12-20,"AmirEhsan Khorashadizadeh, Anadi Chaman, Valentin Debarnot, Ivan Dokmanić"
A Parametric Class of Approximate Gradient Updates for Policy Optimization,A Parametric Class of Approximate Gradient Updates for Policy Optimization,2206.08499v1,ec2bacc72d83683c74c20fee722923e5f64676a5,2022-06-17,2022-06-17,"Ramki Gummadi, Saurabh Kumar, Junfeng Wen, Dale Schuurmans"
Revisiting Bellman Errors for Offline Model Selection,Revisiting Bellman Errors for Offline Model Selection,2302.00141v2,5fe4712d9abbb60f070028b89355966c1e2bc91a,2023-01-31,2023-01-31,"Joshua P. Zitovsky, Daniel de Marchi, Rishabh Agarwal, Michael R. Kosorok"
Input-agnostic Certified Group Fairness via Gaussian Parameter Smoothing,Input-agnostic Certified Group Fairness via Gaussian Parameter Smoothing,2206.11423v1,8a58b886297649da28e70a4476db1093c254946b,2022-06-22,2022-06-22,"Jiayin Jin, Zeru Zhang, Yang Zhou, Lingfei Wu"
InfoOT: Information Maximizing Optimal Transport,InfoOT: Information Maximizing Optimal Transport,2210.03164v2,f12c4e0c5834bd89cad11902e32fec6cabe75ea2,2022-10-06,2022-10-06,"Ching-Yao Chuang, Stefanie Jegelka, David Alvarez-Melis"
Constrained Optimization via Exact Augmented Lagrangian and Randomized Iterative Sketching,Constrained Optimization via Exact Augmented Lagrangian and Randomized Iterative Sketching,2305.18379v1,73e9a2e28b06b5d9c5d62407ce0b00a7050c3bc5,2023-05-28,2023-05-28,"Ilgee Hong, Sen Na, Michael W. Mahoney, Mladen Kolar"
Learning Rate Schedules in the Presence of Distribution Shift,Learning Rate Schedules in the Presence of Distribution Shift,2303.15634v2,d963db5ea6458955810b82f1ed021d31ec75850a,2023-03-27,2023-03-27,"Matthew Fahrbach, Adel Javanmard, Vahab Mirrokni, Pratik Worah"
Computational Asymmetries in Robust Classification,Computational Asymmetries in Robust Classification,2306.14326v1,d9cf730afc4b191952eddbacef5dec4ab4acdba3,2023-06-25,2023-06-25,"Samuele Marro, Michele Lombardi"
Computational Doob's h-transforms for Online Filtering of Discretely Observed Diffusions,Computational Doob's h-transforms for Online Filtering of Discretely Observed Diffusions,2206.03369v2,99af7fc46cc0453a11cb7d7398697d5c8db5e78f,2022-06-07,2022-06-07,"Nicolas Chopin, Andras Fulop, Jeremy Heng, Alexandre H. Thiery"
NAFS: A Simple yet Tough-to-beat Baseline for Graph Representation Learning,NAFS: A Simple yet Tough-to-beat Baseline for Graph Representation Learning,2206.08583v1,72882bbe4b367e0d73f52a57161b0506eb81705a,2022-06-17,2022-06-17,"Wentao Zhang, Zeang Sheng, Mingyu Yang, Yang Li, Yu Shen, Zhi Yang, Bin Cui"
Repository-Level Prompt Generation for Large Language Models of Code,Repository-Level Prompt Generation for Large Language Models of Code,2206.12839v3,1aa206426a20b0b549cda5068b90b8da353b3434,2022-06-26,2022-06-26,"Disha Shrivastava, Hugo Larochelle, Daniel Tarlow"
Corruption-Robust Algorithms with Uncertainty Weighting for Nonlinear Contextual Bandits and Markov Decision Processes,Corruption-Robust Algorithms with Uncertainty Weighting for Nonlinear Contextual Bandits and Markov Decision Processes,2212.05949v3,4724ae0869b4cb65a741399489cb577a3373ada7,2022-12-12,2022-12-12,"Chenlu Ye, Wei Xiong, Quanquan Gu, Tong Zhang"
Reinforcement Learning with General Utilities: Simpler Variance Reduction and Large State-Action Space,Reinforcement Learning with General Utilities: Simpler Variance Reduction and Large State-Action Space,2306.01854v1,b2dde612d47a9d747f758579dc6eef3294c24ab7,2023-06-02,2023-06-02,"Anas Barakat, Ilyas Fatkhullin, Niao He"
Stochastic Rising Bandits,Stochastic Rising Bandits,2212.03798v1,6e2a8c444a1ea54369da68b620bb7bc781b3f380,2022-12-07,2022-12-07,"Alberto Maria Metelli, Francesco Trovò, Matteo Pirola, Marcello Restelli"
TGRL: An Algorithm for Teacher Guided Reinforcement Learning,TGRL: An Algorithm for Teacher Guided Reinforcement Learning,2307.03186v1,159564d2a7e052a6526c3301bf54c1f0cabdc0e4,2023-07-06,2023-07-06,"Idan Shenfeld, Zhang-Wei Hong, Aviv Tamar, Pulkit Agrawal"
Generalization Bounds with Data-dependent Fractal Dimensions,Generalization Bounds with Data-dependent Fractal Dimensions,2302.02766v2,add1a89fd4f76bc7fe11199510916e241a6013d1,2023-02-06,,"Benjamin Dupuis, George Deligiannidis, Umut Şimşekli"
"DP-Fast MH: Private, Fast, and Accurate Metropolis-Hastings for Large-Scale Bayesian Inference","DP-Fast MH: Private, Fast, and Accurate Metropolis-Hastings for Large-Scale Bayesian Inference",2303.06171v4,73b76c01c6bc0d821545d84d876c2648b2aa1321,2023-03-10,2023-03-10,"Wanrong Zhang, Ruqi Zhang"
Continual Vision-Language Representation Learning with Off-Diagonal Information,Continual Vision-Language Representation Learning with Off-Diagonal Information,2305.07437v5,96af5ad10d707fd756e8036e4b4f7dc214089879,2023-05-11,2023-05-11,"Zixuan Ni, Longhui Wei, Siliang Tang, Yueting Zhuang, Qi Tian"
Utilizing Expert Features for Contrastive Learning of Time-Series Representations,Utilizing Expert Features for Contrastive Learning of Time-Series Representations,2206.11517v1,81d465aa946bae514f373757f60f6a070ae011c7,2022-06-23,2022-06-23,"Manuel Nonnenmacher, Lukas Oldenburg, Ingo Steinwart, David Reeb"
Oscillation-free Quantization for Low-bit Vision Transformers,Oscillation-free Quantization for Low-bit Vision Transformers,2302.02210v3,42d3b9e9111efb70a11167096738d7dd344f7e5a,2023-02-04,2023-02-04,"Shih-Yang Liu, Zechun Liu, Kwang-Ting Cheng"
Simplex Neural Population Learning: Any-Mixture Bayes-Optimality in Symmetric Zero-sum Games,Simplex Neural Population Learning: Any-Mixture Bayes-Optimality in Symmetric Zero-sum Games,2205.15879v4,e272ff8248a0d5c16455db68d35b68330a77304b,2022-05-31,2022-05-31,"Siqi Liu, Marc Lanctot, Luke Marris, Nicolas Heess"
Nugget: Neural Agglomerative Embeddings of Text,Nugget: Neural Agglomerative Embeddings of Text,2310.01732v1,531b37c44c7e39539f617fb1a4149ef8cce8f4ec,2023-10-03,2023-10-03,"Guanghui Qin, Benjamin Van Durme"
Gaussian Process Priors for Systems of Linear Partial Differential Equations with Constant Coefficients,Gaussian Process Priors for Systems of Linear Partial Differential Equations with Constant Coefficients,2212.14319v4,b7518c6559133650e98750b6a1fa779ed004294d,2022-12-29,2022-12-29,"Marc Härkönen, Markus Lange-Hegermann, Bogdan Raiţă"
Live in the Moment: Learning Dynamics Model Adapted to Evolving Policy,Live in the Moment: Learning Dynamics Model Adapted to Evolving Policy,2207.12141v4,23460bac616208c7ddea5664ee08f7adbc46855e,2022-07-25,2022-07-25,"Xiyao Wang, Wichayaporn Wongkamjan, Furong Huang"
Personalized Prediction of Recurrent Stress Events Using Self-Supervised Learning on Multimodal Time-Series Data,Personalized Prediction of Recurrent Stress Events Using Self-Supervised Learning on Multimodal Time-Series Data,2307.03337v1,2775f1dab6a24a944477c4383f48df223fc48b65,2023-07-07,2023-07-07,"Tanvir Islam, Peter Washington"
Federated Learning with Partial Model Personalization,Federated Learning with Partial Model Personalization,2204.03809v2,134e5566cc2d542039414c0de88e5e2f10dc8704,2022-04-08,2022-04-08,"Krishna Pillutla, Kshitiz Malik, Abdelrahman Mohamed, Michael Rabbat, Maziar Sanjabi, Lin Xiao"
An Investigation into Pre-Training Object-Centric Representations for Reinforcement Learning,An Investigation into Pre-Training Object-Centric Representations for Reinforcement Learning,2302.04419v3,af29faebfff36c5a1a053567232b30d4c93d981b,2023-02-09,2023-02-09,"Jaesik Yoon, Yi-Fu Wu, Heechul Bae, Sungjin Ahn"
Approximately Optimal Core Shapes for Tensor Decompositions,Approximately Optimal Core Shapes for Tensor Decompositions,2302.03886v1,fa25471f5b4763c214661b80ce9ad08f58f89b4a,2023-02-08,2023-02-08,"Mehrdad Ghadiri, Matthew Fahrbach, Gang Fu, Vahab Mirrokni"
Certified Neural Network Watermarks with Randomized Smoothing,Certified Neural Network Watermarks with Randomized Smoothing,2207.07972v1,fa6a2426c3b1c74b9b515c3857fc2ff3641d81cf,2022-07-16,2022-07-16,"Arpit Bansal, Ping-yeh Chiang, Michael Curry, Rajiv Jain, Curtis Wigington, Varun Manjunatha, John P Dickerson, Tom Goldstein"
"A Fast, Well-Founded Approximation to the Empirical Neural Tangent Kernel","A Fast, Well-Founded Approximation to the Empirical Neural Tangent Kernel",2206.12543v3,4e2905f3c9ec6c3625a415954e8232836a4ecb4f,2022-06-25,2022-06-25,"Mohamad Amin Mohamadi, Wonho Bae, Danica J. Sutherland"
Exact Inference in High-order Structured Prediction,Exact Inference in High-order Structured Prediction,2302.03236v1,17236e5eaf57ddd8b33870ea68f876b0bb71af8d,2023-02-07,2023-02-07,"Chuyang Ke, Jean Honorio"
DFG-NAS: Deep and Flexible Graph Neural Architecture Search,DFG-NAS: Deep and Flexible Graph Neural Architecture Search,2206.08582v1,10569189e9bdd395e1a5ba71ce223465a31d24da,2022-06-17,2022-06-17,"Wentao Zhang, Zheyu Lin, Yu Shen, Yang Li, Zhi Yang, Bin Cui"
Optimal Goal-Reaching Reinforcement Learning via Quasimetric Learning,Optimal Goal-Reaching Reinforcement Learning via Quasimetric Learning,2304.01203v5,1ad85b1a902cd37c855dbedf5bd17c536628b611,2023-04-03,2023-04-03,"Tongzhou Wang, Antonio Torralba, Phillip Isola, Amy Zhang"
AdaNPC: Exploring Non-Parametric Classifier for Test-Time Adaptation,AdaNPC: Exploring Non-Parametric Classifier for Test-Time Adaptation,2304.12566v2,f4e768015fc9b32c3319339865b3f1d83f9a1411,2023-04-25,2023-04-25,"Yi-Fan Zhang, Xue Wang, Kexin Jin, Kun Yuan, Zhang Zhang, Liang Wang, Rong Jin, Tieniu Tan"
Reducing Variance in Temporal-Difference Value Estimation via Ensemble of Deep Networks,Reducing Variance in Temporal-Difference Value Estimation via Ensemble of Deep Networks,2209.07670v1,0acdcca3eb56ad23959fe5367ddbbf9623384785,2022-09-16,2022-09-16,"Litian Liang, Yaosheng Xu, Stephen McAleer, Dailin Hu, Alexander Ihler, Pieter Abbeel, Roy Fox"
Patch-level Routing in Mixture-of-Experts is Provably Sample-efficient for Convolutional Neural Networks,Patch-level Routing in Mixture-of-Experts is Provably Sample-efficient for Convolutional Neural Networks,2306.04073v1,7e37a2c2575c62f374d7578b4a05e10197c17c7c,2023-06-07,2023-06-07,"Mohammed Nowaz Rabbani Chowdhury, Shuai Zhang, Meng Wang, Sijia Liu, Pin-Yu Chen"
Learning Control by Iterative Inversion,Learning Control by Iterative Inversion,2211.01724v2,b3921e369c09e1258ee2be151a778e3f6fdcf66f,2022-11-03,2022-11-03,"Gal Leibovich, Guy Jacob, Or Avner, Gal Novik, Aviv Tamar"
Accelerated Federated Learning with Decoupled Adaptive Optimization,Accelerated Federated Learning with Decoupled Adaptive Optimization,2207.07223v1,5e37c07fa7e59c9cceb23ee2fde220ce663f4e08,2022-07-14,2022-07-14,"Jiayin Jin, Jiaxiang Ren, Yang Zhou, Lingjuan Lyu, Ji Liu, Dejing Dou"
Efficient Graph Field Integrators Meet Point Clouds,Efficient Graph Field Integrators Meet Point Clouds,2302.00942v6,060d355d8a95811c3a82cf9f23758fd361280782,2023-02-02,2023-02-02,"Krzysztof Choromanski, Arijit Sehanobish, Han Lin, Yunfan Zhao, Eli Berger, Tetiana Parshakova, Alvin Pan, David Watkins, Tianyi Zhang, Valerii Likhosherstov, Somnath Basu Roy Chowdhury, Avinava Dubey, Deepali Jain, Tamas Sarlos, Snigdha Chaturvedi, Adrian Weller"
The Unsurprising Effectiveness of Pre-Trained Vision Models for Control,The Unsurprising Effectiveness of Pre-Trained Vision Models for Control,2203.03580v2,7b3d26bd1d65ed5937c76043b5cd058260d8469f,2022-03-07,2022-03-07,"Simone Parisi, Aravind Rajeswaran, Senthil Purushwalkam, Abhinav Gupta"
