,Unnamed: 0,Paper,Conference,Citation Number,Authors,Number of Authors,Title,Publication Year,Publication Venue,Id,Title_sch,Venue_sch,Publication Venue_sch,Publication Year_sch,Authors_sch,Number Authors_sch,Citation Count_sch,Influential Citation Count_sch,Reference Count_sch,Open Access_sch,Field of Study_sch,Field of Study s2_sch,In Paper,In Intro,Not Found,Score title,Score author,Exists,identifier,Title Length,Title Length_sch,Publication Venue_processed,Venue_sch_processed,strategy,Unique,order,title_arxiv,original_id,jaccard_coeff,description,in_degree_pred,out_degree_pred,in_degree,out_degree,edges_with_introduction_references,Citation Count_log,Reference Count_log
1777,1777,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,32,"Zoph, B., Vasudevan, V., Shlens, J., & Le, Q. V.",4.0,Learning Transferable Architectures for Scalable Image Recognition,2018.0,"2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition, 8697–8710",d0611891b9e8a7c5731146097b6f201578f47b2f,Learning Transferable Architectures for Scalable Image Recognition,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,,2017.0,"Barret Zoph, Vijay Vasudevan, Jonathon Shlens, Quoc V. Le",4.0,4784.0,833.0,77.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,90.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning32,66.0,66.0,CVPR,CVPR,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning32vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.045454545454545456,non-isolated,,,,,,4784.1,77.1
1778,1778,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,38,"Galley, M., Brockett, C., Sordoni, A., Ji, Y., Auli, M., Quirk, C., Mitchell, M., Gao, J., & Dolan, B.",9.0,deltaBLEU: A Discriminative Metric for Generation Tasks with Intrinsically Diverse Targets,2015.0,"ArXiv, abs/1506.06863",7d0684b19ba46e739e28baa1e180c008226f793a,deltaBLEU: A Discriminative Metric for Generation Tasks with Intrinsically Diverse Targets,Annual Meeting of the Association for Computational Linguistics,Annual Meeting of the Association for Computational Linguistics,2015.0,"Michel Galley, Chris Brockett, Alessandro Sordoni, Yangfeng Ji, Michael Auli, Chris Quirk, Margaret Mitchell, Jianfeng Gao, W. Dolan",9.0,145.0,15.0,23.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,90.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning38,90.0,90.0,arxiv,Annual Meeting of the Association for Computational Linguistics,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning38vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,isolated,,,,,,145.1,23.1
1779,1779,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,40,"Caruana, R.",1.0,Multitask Learning,1997.0,"Machine Learning, 28(1), 41–75",161ffb54a3fdf0715b198bb57bd22f910242eb49,Multitask Learning,Machine-mediated learning,Machine-mediated learning,1997.0,R. Caruana,1.0,6628.0,492.0,81.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning40,18.0,18.0,"Machine Learning, 28(1), 41–75",Machine-mediated learning,vanilla_1,1,Quark: Controllable Text Generation with Reinforced Unlearning40vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.045454545454545456,non-isolated,,,,,,6628.1,81.1
1780,1780,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,41,,,,,,,,,,,,,,,,,,,,,,,,0.0,Quark: Controllable Text Generation with Reinforced Unlearning41,,,,,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning41vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,,,,,,,,
1781,1781,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,47,"Devlin, J., Chang, M., Lee, K., & Toutanova, K.",4.0,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,2019.0,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",df2b0e26d0599ce3e70df8a9da02e51594e0e992,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,North American Chapter of the Association for Computational Linguistics,North American Chapter of the Association for Computational Linguistics,2019.0,"Jacob Devlin, Ming-Wei Chang, Kenton Lee, Kristina Toutanova",4.0,64311.0,18118.0,63.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,90.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning47,80.0,80.0,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",North American Chapter of the Association for Computational Linguistics,vanilla_1,1,Quark: Controllable Text Generation with Reinforced Unlearning47vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.3333333333333333,non-isolated,,,,,,64311.1,63.1
1782,1782,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,51,"Dhar, M., Prabhu, V. U., & Boyd-Graber, J.",3.0,Learning from Noisy Human Labels for VQA,2019.0,"Journal of Machine Learning Research, 20(100), 1836–1861",,,,,,,,,,,,,,,,,79.0,21.0,0.0,Quark: Controllable Text Generation with Reinforced Unlearning51,40.0,,JMLR,,vanilla_1,1,Quark: Controllable Text Generation with Reinforced Unlearning51vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,,,,,,,,
1783,1783,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,54,"Bahdanau, D., Brakel, P., Xu, K., Goyal, A., Lowe, R., Pineau, J., Courville, A., & Bengio, Y.",8.0,An Actor-Critic Algorithm for Sequence Prediction,2017.0,"ArXiv, abs/1607.07086",0d24a0695c9fc669e643bad51d4e14f056329dec,An Actor-Critic Algorithm for Sequence Prediction,International Conference on Learning Representations,International Conference on Learning Representations,2016.0,"Dzmitry Bahdanau, Philemon Brakel, Kelvin Xu, Anirudh Goyal, Ryan Lowe, Joelle Pineau, Aaron C. Courville, Yoshua Bengio",8.0,563.0,68.0,50.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,88.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning54,49.0,49.0,arxiv,ICLR,vanilla_1,1,Quark: Controllable Text Generation with Reinforced Unlearning54vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.13636363636363635,non-isolated,,,,,,563.1,50.1
1784,1784,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,58,"West, P., Vilnis, L., & McCallum, A.",3.0,Multimodal Unsupervised Image-to-Image Translation,2018.0,"ArXiv, abs/1804.04732",,,,,,,,,,,,,,,,,100.0,31.0,0.0,Quark: Controllable Text Generation with Reinforced Unlearning58,50.0,,arxiv,,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning58vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,,,,,,,,
1785,1785,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,60,"Sutton, R. S., & Barto, A. G.",2.0,Reinforcement Learning: An Introduction,2018.0,The MIT Press,37bdb3d030ddbebe1e3c0b3ddfd0708af441457d,Reinforcement learning - an introduction,Adaptive computation and machine learning,,1998.0,"Richard S. Sutton, A. Barto",2.0,0.0,0.0,0.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,95.0,89.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning60,39.0,40.0,The MIT Press,Adaptive computation and machine learning,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning60vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,isolated,,,,,,0.1,0.1
1786,1786,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,66,"Schulman, J., Wolski, F., Dhariwal, P., Radford, A., & Klimov, O.",5.0,Proximal Policy Optimization Algorithms,2017.0,"ArXiv, abs/1707.06347",dce6f9d4017b1785979e7520fd0834ef8cf02f4b,Proximal Policy Optimization Algorithms,arXiv.org,arXiv.org,2017.0,"J. Schulman, F. Wolski, Prafulla Dhariwal, Alec Radford, Oleg Klimov",5.0,10923.0,3066.0,14.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,93.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning66,39.0,39.0,arxiv,arxiv,vanilla_1,1,Quark: Controllable Text Generation with Reinforced Unlearning66vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,in intro,,,,,,10923.1,14.1
1787,1787,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,69,"Caliskan, A., Bryson, J. J., & Narayanan, A.",3.0,Semantics derived automatically from language corpora contain human-like biases,2017.0,"Science, 356(6334), 183–186",5966d7c7f60898d610812e24c64d4d57855ad86a,Semantics derived automatically from language corpora contain human-like biases,Science,Science,2016.0,"Aylin Caliskan, J. Bryson, Arvind Narayanan",3.0,1962.0,227.0,77.0,True,"['Computer Science', 'Medicine']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,96.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning69,79.0,79.0,"Science, 356(6334), 183–186",Science,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning69vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.043478260869565216,non-isolated,,,,,,1962.1,77.1
1788,1788,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,79,"See, A., Liu, P. J., & Manning, C. D.",3.0,Get To The Point: Summarization with Pointer-Generator Networks,2017.0,"ArXiv, abs/1704.04368",668db48c6a79826456341680ee1175dfc4cced71,Get To The Point: Summarization with Pointer-Generator Networks,Annual Meeting of the Association for Computational Linguistics,Annual Meeting of the Association for Computational Linguistics,2017.0,"A. See, Peter J. Liu, Christopher D. Manning",3.0,3359.0,731.0,33.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,91.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning79,63.0,63.0,arxiv,Annual Meeting of the Association for Computational Linguistics,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning79vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.13636363636363635,non-isolated,,,,,,3359.1,33.1
1789,1789,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,83,"Paulus, R., Xiong, C., & Socher, R.",3.0,A Deep Reinforced Model for Abstractive Summarization,2017.0,"ArXiv, abs/1705.04304",032274e57f7d8b456bd255fe76b909b2c1d7458e,A Deep Reinforced Model for Abstractive Summarization,International Conference on Learning Representations,International Conference on Learning Representations,2017.0,"Romain Paulus, Caiming Xiong, R. Socher",3.0,1364.0,194.0,43.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,95.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning83,53.0,53.0,arxiv,ICLR,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning83vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,in intro,,,,,,1364.1,43.1
1790,1790,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,87,"Dai, A. M., & Le, Q. V.",2.0,Semi-supervised Sequence Learning,2015.0,"ArXiv, abs/1511.01432",4aa9f5150b46320f534de4747a2dd0cd7f3fe292,Semi-supervised Sequence Learning,Neural Information Processing Systems,Neural Information Processing Systems,2015.0,"Andrew M. Dai, Quoc V. Le",2.0,1093.0,73.0,41.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,83.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning87,33.0,33.0,arxiv,NeurIPS,vanilla_1,0,Quark: Controllable Text Generation with Reinforced Unlearning87vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,0.13043478260869565,non-isolated,,,,,,1093.1,41.1
1791,1791,Quark: Controllable Text Generation with Reinforced Unlearning,NeurIPS,91,"Ziebart, B. D., Maass, A., Bagnell, J. A., & Dey, A. K.",4.0,Maximum Entropy Inverse Reinforcement Learning,2008.0,Proceedings of the Twenty-Third AAAI Conference on Artificial Intelligence.,92c78a1eeb3fb335f4427a46c8741b37b2f98f1e,Maximum Entropy Inverse Reinforcement Learning,AAAI Conference on Artificial Intelligence,AAAI Conference on Artificial Intelligence,2008.0,"Brian D. Ziebart, Andrew L. Maas, J. Bagnell, A. Dey",4.0,2482.0,460.0,10.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,83.0,1.0,Quark: Controllable Text Generation with Reinforced Unlearning91,46.0,46.0,AAAI,AAAI,vanilla_1,1,Quark: Controllable Text Generation with Reinforced Unlearning91vanilla_1,Quark: Controllable Text Generation with Reinforced Unlearning,023edab4738690444e3924e224c2641017a0d794,,isolated,,,,,,2482.1,10.1
1792,1792,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,1,"Russell, S. J., & Norvig, P.",2.0,Artificial intelligence: a modern approach,2016.0,"Pearson Education Limited, Malaysia",19585ec32e849846ee3ff575a4696efb366c678c,"“Artificial Intelligence – A Modern Approach”, Second Edition, Pearson Education, 2003.",,,2015.0,S. R. A. P. Norvig,1.0,318.0,13.0,0.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,95.0,83.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions1,42.0,87.0,"Pearson Education Limited, Malaysia",,vanilla_1,0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions1vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,isolated,,,,,,318.1,0.1
1793,1793,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,2,"Kingma, D. P., & Welling, M.",2.0,Auto-encoding variational Bayes,2014.0,Proceedings of the International Conference on Learning Representations (ICLR),5f5dc5b9a2ba710937e2c413b37b053cd673df02,Auto-Encoding Variational Bayes,International Conference on Learning Representations,International Conference on Learning Representations,2013.0,"Diederik P. Kingma, M. Welling",2.0,21636.0,4561.0,26.0,False,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,95.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions2,31.0,31.0,ICLR,ICLR,vanilla_1,0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions2vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,0.1,non-isolated,,,,,,21636.1,26.1
1794,1794,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,3,"Silver, D., Schrittwieser, J., Simonyan, K., Antonoglou, I., Huang, A., Guez, A., ... & Chen, Y.",et al.,Mastering the game of Go without human knowledge,2017.0,Nature,c27db32efa8137cbf654902f8f728f338e55cd1c,Mastering the game of Go without human knowledge,Nature,Nature,2017.0,"David Silver, Julian Schrittwieser, K. Simonyan, Ioannis Antonoglou, Aja Huang, A. Guez, T. Hubert, Lucas baker, Matthew Lai, A. Bolton, Yutian Chen, T. Lillicrap, Fan Hui, L. Sifre, George van den Driessche, T. Graepel, D. Hassabis",17.0,7815.0,361.0,67.0,True,"['Medicine', 'Computer Science']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,0.0,0.0,100.0,67.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions3,48.0,48.0,Nature,Nature,vanilla_1,0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions3vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,in paper,,,,,,7815.1,67.1
1795,1795,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,4,"Silver, D., Huang, A., Maddison, C. J., Guez, A., Sifre, L., Driessche, G. V., ... & Hassabis, D.",et al.,Mastering the game of Go with deep neural networks and tree search,2016.0,Nature,846aedd869a00c09b40f1f1f35673cb22bc87490,Mastering the game of Go with deep neural networks and tree search,Nature,Nature,2016.0,"David Silver, Aja Huang, Chris J. Maddison, A. Guez, L. Sifre, George van den Driessche, Julian Schrittwieser, Ioannis Antonoglou, Vedavyas Panneershelvam, Marc Lanctot, S. Dieleman, Dominik Grewe, John Nham, Nal Kalchbrenner, Ilya Sutskever, T. Lillicrap, M. Leach, K. Kavukcuoglu, T. Graepel, D. Hassabis",20.0,14365.0,507.0,72.0,True,"['Medicine', 'Computer Science']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,67.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions4,66.0,66.0,Nature,Nature,vanilla_1,0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions4vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,0.2,non-isolated,,,,,,14365.1,72.1
1796,1796,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,5,"Hinton, G., & Salakhutdinov, R. R.",2.0,Reducing the dimensionality of data with neural networks,2006.0,Science,02552a8b40f3a82a5353f596264db71d899a9b4a,Supporting Online Material for Reducing the Dimensionality of Data with Neural Networks,,,2006.0,"Geoffrey E. Hinton, R. Salakhutdinov",2.0,3034.0,197.0,8.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,96.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions5,56.0,87.0,Science,,vanilla_1,0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions5vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,isolated,,,,,,3034.1,8.1
1797,1797,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,6,"Simon, H. A.",1.0,A behavioral model of rational choice,1955.0,The quarterly journal of economics,d8237600841361f7811f5fd9effaed9d2e6e34b0,A Behavioral Model of Rational Choice,,,1955.0,H. Simon,1.0,14046.0,664.0,0.0,False,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions6,37.0,37.0,The quarterly journal of economics,,vanilla_1,0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions6vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,isolated,,,,,,14046.1,0.1
1798,1798,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,7,"Russell, S., & Subramanian, D.",2.0,Provably bounded-optimal agents,1995.0,Journal of Artificial Intelligence Research,4295fba7619e8565555a453274fd1725bed1bda4,Provably Bounded-Optimal Agents,Journal of Artificial Intelligence Research,Journal of Artificial Intelligence Research,1994.0,"Stuart J. Russell, D. Subramanian",2.0,309.0,14.0,41.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,95.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions7,31.0,31.0,Journal of Artificial Intelligence Research,Journal of Artificial Intelligence Research,vanilla_1,1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions7vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,0.1,non-isolated,,,,,,309.1,41.1
1799,1799,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,8,"Schrittwieser, J., Antonoglou, I., Hubert, T., Simonyan, K., Sifre, L., Schmitt, S., ... & Hassabis, D.",et al.,"Mastering Atari, Go, chess and shogi by planning with a learned model",2019.0,Nature,3507bd62a14bd0e8ead28cdedb1c33ba83c39c6b,"Mastering Atari, Go, chess and shogi by planning with a learned model",Nature,Nature,2019.0,"Julian Schrittwieser, Ioannis Antonoglou, T. Hubert, K. Simonyan, L. Sifre, Simon Schmitt, A. Guez, Edward Lockhart, D. Hassabis, T. Graepel, T. Lillicrap, David Silver",12.0,1354.0,127.0,55.0,True,"['Medicine', 'Computer Science', 'Mathematics']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,1.0,0.0,100.0,79.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions8,69.0,69.0,Nature,Nature,vanilla_1,1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions8vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,in intro,,,,,,1354.1,55.1
1800,1800,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,9,"Silver, D., Hubert, T., Schrittwieser, J., Antonoglou, I., Lai, M., Guez, A., ... & Lanctot, M.",et al.,"A general reinforcement learning algorithm that masters chess, shogi, and Go through self-play",2018.0,Science,f9717d29840f4d8f1cc19d1b1e80c5d12ec40608,"A general reinforcement learning algorithm that masters chess, shogi, and Go through self-play",Science,Science,2018.0,"David Silver, T. Hubert, Julian Schrittwieser, Ioannis Antonoglou, Matthew Lai, A. Guez, Marc Lanctot, L. Sifre, D. Kumaran, T. Graepel, T. Lillicrap, K. Simonyan, D. Hassabis",13.0,2636.0,152.0,54.0,True,"['Computer Science', 'Medicine']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,0.0,0.0,100.0,67.0,1.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions9,94.0,94.0,Science,Science,vanilla_1,1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions9vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,in paper,,,,,,2636.1,54.1
1801,1801,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,NeurIPS,10,Muzero,1.0,EfficientZero: Achieving Superhuman Performance in Single-Player and Two-Player Games with Less computation,2019.0,NeurIPS,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions10,107.0,,NeurIPS,,vanilla_1,1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions10vanilla_1,Spending Thinking Time Wisely: Accelerating MCTS with Virtual Expansions,b9263e73468186b64af6991c54eeb8a612d205e4,,,,,,,,,
1802,1802,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM,NeurIPS,1,"Zheng SQ, Palovcak E, Armache JP, Verba KA, Cheng Y, Agard DA",6.0,MotionCor2: anisotropic correction of beam-induced motion for improved cryo-electron microscopy,2017.0,Nature methods,4f21c9d4c37abd10c5b1841b79754061f1a9a442,MotionCor2: anisotropic correction of beam-induced motion for improved cryo-electron microscopy,Nature Methods,Nature Methods,2017.0,"S. Zheng, Eugene Palovcak, J. Armache, K. Verba, Yifan Cheng, D. Agard",6.0,5058.0,279.0,30.0,True,"['Medicine', 'Materials Science']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Materials Science', 'source': 'external'}, {'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,89.0,1.0,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM1,95.0,95.0,Nature,Nature,vanilla_1,0,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM1vanilla_1,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM,09d08cc39e283cf6b714685e650ac8b95586e132,0.25,non-isolated,,,,,,5058.1,30.1
1803,1803,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM,NeurIPS,2,Scheres SH,1.0,RELION: implementation of a Bayesian approach to cryo-EM structure determination,2012.0,Journal of Structural Biology,00172ab162c93d3241c5ce8f4e78bc53da2e8994,RELION: Implementation of a Bayesian approach to cryo-EM structure determination,Journal of Structural Biology,Journal of Structural Biology,2012.0,S. Scheres,1.0,4397.0,612.0,46.0,True,"['Medicine', 'Computer Science']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",1.0,0.0,0.0,100.0,95.0,1.0,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM2,80.0,80.0,Journal of Structural Biology,Journal of Structural Biology,vanilla_1,1,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM2vanilla_1,Amortized Inference for Heterogeneous Reconstruction in Cryo-EM,09d08cc39e283cf6b714685e650ac8b95586e132,,in paper,,,,,,4397.1,46.1
