Conference,Paper,paperId,title
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,cff4cb74f4466bd0407977e40ef0be9f444c63ea,Transfusion: Understanding Transfer Learning for Medical Imaging
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,efeab0dcdb4c1cce5e537e57745d84774be99b9a,Assessing BERT's Syntactic Abilities
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,e5a95a679774e069e1e36d96f92bac6b93027118,Insights on representational similarity in neural networks with canonical correlation
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,45164e8d9508f3d1f20500e67358565587626789,On the importance of single directions for generalization
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,6b73775f40467aed52784ff355b9bb7168e9078c,Mutual Information Neural Estimation
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,811df72e210e20de99719539505da54762a11c6d,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,a3f7a30abe44424e5ef8348a02cc103237ac5210,SVCCA: Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,204e3073870fae3d05bcbc2f6a8e263d9b72e776,Attention is All you Need
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,267980e417f1d01a897e87fa409f64e2a76b96cd,Opening the Black Box of Deep Neural Networks via Information
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,97fb4e3d45bb098e27e0071448b6152217bd35a5,Layer Normalization
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,f21b36a5cfba94bbc6ed5c3642e1e46057deccaf,How Transferable are Neural Networks in NLP Applications?
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,2c03df8b48bf3fa39054345bafabfeff15bfd11d,Deep Residual Learning for Image Recognition
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,415229903f91a1f3fc7404f5e5997fde025c221d,Deep learning and the information bottleneck principle
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,a6cb366736791bcccc5c8639de5a8f9636bf87e8,Adam: A Method for Stochastic Optimization
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,081651b38ff7533550a3adfc1c00da333a8fe86c,How transferable are features in deep neural networks?
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,b354ee518bfc1ac0d8ac447eece9edb69e92eae1,MuJoCo: A physics engine for model-based control
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,0d86fbca1fbdb7c8e5a10c2d2c5a0ff3e07eea15,A Kernel Statistical Test of Independence
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,b3a47791399dc1fee899bc02cf9191973650393c,"Language, tools and brain: The ontogeny and phylogeny of hierarchically organized sequential behavior"
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,f042dfe7bc880a4ac14e29ac814e386a5899289b,Quantification of the transferability of features between deep neural networks
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,df2b0e26d0599ce3e70df8a9da02e51594e0e992,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,9405cc0d6169988371b2755e573cc28650d14dfe,Language Models are Unsupervised Multitask Learners
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,cd18800a0fe0b668a1cc19f2ec95b5003d0a5035,Improving Language Understanding by Generative Pre-Training
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,a6452cb80b5f36b8ca298f3ee7d40a6378210c3e,The problem of serial order in behavior
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,,c) Did you report error bars
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,,"b) Did you describe any potential participant risks, with links to Institutional Review"
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,,"Did you include the total amount of compute and the type of resources used (e.g., type of GPUs, internal cluster, or cloud provider)? [Yes] Appendix K"
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,,If you used crowdsourcing or conducted research with human subjects
NeurIPS,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learning,,Board (
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,2922768fd451ecdb45f48c1a83eb57f54a91221b,Textbooks Are All You Need
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,5032c0946ee96ff11a292762f23e6377a6cf2731,Holistic Evaluation of Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,604b4b4d55587ab6cdc7a6a70e66a193439f4445,On the Trade-off of Intra-/Inter-class Diversity for Supervised Pre-training
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,96df2b9d5c13d39ade0862f86c93ecabc5858f51,ReGen: Zero-Shot Text Classification via Training Data Generation with Progressive Dense Retrieval
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,e01515c6138bc525f7aec30fc85f2adf028d4156,Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,43111716c14c9e509dceffdd60196ad3f5912a36,DataComp: In search of the next generation of multimodal datasets
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,9e8cb8c91a0acb6e661b58ad724aa758490f2bea,Instruction Tuning with GPT-4
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,ca94c924d8a3b77a2bd5b16ffc03b8723bce9c1f,Assessing Cross-Cultural Alignment between ChatGPT and Human Societies: An Empirical Study
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,8ca62fdf4c276ea3052dc96dcfd8ee96ca425a48,GPT-4 Technical Report
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,357613ea0e90bd41fb942fd65f39498e71e2dbc3,Mixture of Soft Prompts for Controllable Data Generation
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,e5c72b92c48d68594b290c84a8904da7c8335554,Check Your Facts and Try Again: Improving Large Language Models with External Knowledge and Automated Feedback
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,bf8491bef353df126e2306ad2fe4b898697b906a,"A Multitask, Multilingual, Multimodal Evaluation of ChatGPT on Reasoning, Hallucination, and Interactivity"
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,69619a2a47faee7a29ec596db13172e2a42ff921,Synthetic Prompting: Generating Chain-of-Thought Demonstrations for Large Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,e65b346d442e9962a4276dc1c1af2956d9d5f1eb,Self-Instruct: Aligning Language Models with Self-Generated Instructions
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,c6629429d064b2ed3117e40d5558e21376aef337,HERB: Measuring Hierarchical Regional Bias in Pre-trained Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,4610ffb1b016acaa82a2065ffd1a3adbae1ce722,Large Language Models Are Human-Level Prompt Engineers
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,95d54e3ce577f7d91ab4b2c52c73b501245e484d,ProGen: Progressive Zero-shot Dataset Generation via In-context Feedback
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,394bd431e522b86581086bcb5cd9be161cf1cdf4,Language Models are Realistic Tabular Data Generators
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,07955e96cbd778d0ae2a68f09d073b866dd84c2a,Decomposed Prompting: A Modular Approach for Solving Complex Tasks
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,5ba1e498665d2b3536cb436f0cf484dce03459fe,HELP ME THINK: A Simple Prompting Strategy for Non-experts to Create Customized Content with Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,6f7e03e4ccd26c762090e25dc5d2eb1e1f8c641d,Self-Guided Noise-Free Data Generation for Efficient Zero-Shot Learning
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,13a0d8bb38f739990c8cd65a44061c6534f17221,OPT: Open Pre-trained Transformer Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,743dcf234cffd54c4e096a10a284dd81572b16ea,RelationPrompt: Leveraging Prompts to Generate Synthetic Data for Zero-Shot Relation Triplet Extraction
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,d766bffc357127e0dc86dd69561d5aeb520d6f4c,Training language models to follow instructions with human feedback
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,29b77089a0a40f46372ce2dca9c3bb2dd5d46b1d,Fine-Tuning can Distort Pretrained Features and Underperform Out-of-Distribution
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,2145fcceeb69385e108bf1796d52f974854d4c0b,ZeroGen: Efficient Zero-shot Learning via Dataset Generation
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,23c265ba884b92ecbd9d18641078d964697e4590,Generating Training Data with Language Models: Towards Zero-Shot Language Understanding
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,56b30c6bd9dc4a2416ab3b74ad97dbb7a2904229,WANLI: Worker and AI Collaboration for Natural Language Inference Dataset Creation
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,4081aeb7ff148cc4678efca4e44a72dece4542e3,Reframing Human-AI Collaboration for Generating Free-Text Explanations
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,972706306f85b1bfb40c7d35c796ad5174eb0c9c,DeBERTaV3: Improving DeBERTa using ELECTRA-Style Pre-Training with Gradient-Disentangled Embedding Sharing
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,e1227daa4877599e13de41a5207a222e1b197456,RAFT: A Real-World Few-Shot Text Classification Benchmark
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,3ac5aa6ac59253611ef3cb72a95cbe21ef5dda1b,Reframing Instructional Prompts to GPTk’s Language
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,15e100120f080b9ef4230b4cbb8e107b76e2b839,TaxoClass: Hierarchical Multi-Label Text Classification Using Only Class Names
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,b58d8579ece27a60432e667bfbdb750590fa65d9,True Few-Shot Learning with Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,c26759e6c701201af2f62f7ee4eb68742b5bf085,SimCSE: Simple Contrastive Learning of Sentence Embeddings
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,b769b629c8de35b16735214251d6b4e99cb55762,Generating Datasets with Pretrained Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,7ec42e22378f80cecd6d04ef1c51a8a57d9e7f63,TWEAC: Transformer with Extendable QA Agent Classifiers
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,298dd87e00fe54c683aa9231902d3e4ad5d8f239,Attribute Alignment: Controlling Text Generation from Pre-trained Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,ac3cdb50606f7770eef8e4cd951840a4f71287a0,Prompt Programming for Large Language Models: Beyond the Few-Shot Paradigm
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,b41e07349b87a178d904e6b5d05a2f90b16f8e1e,Bias Out-of-the-Box: An Empirical Analysis of Intersectional Occupational Biases in Popular Generative Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,6b85b63579a916f705a8e10a49bd8d849d91b1fc,Language Models are Few-Shot Learners
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,3c2f6c2cf7c9b121a0e46a660846bb0a5dad0ee8,DQI: Measuring Data Quality in NLP
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,6894992804f49e12d56381f9e925937c60b90419,"Control, Generate, Augment: A Scalable Framework for Multi-Attribute Text Generation"
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,627327dcedf58c78ad8c0a1ce02f4a70ebf61c45,Evaluating the Evaluation of Diversity in Natural Language Generation
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,43f2ad297941db230c089ba353efc3f281ab678c,5分で分かる!? 有名論文ナナメ読み：Jacob Devlin et al. : BERT : Pre-training of Deep Bidirectional Transformers for Language Understanding
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,Unsupervised Cross-lingual Representation Learning at Scale
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,a54b56af24bb4873ed0163b77df63b92bd018ddc,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter"
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,0cbf97173391b0430140117027edcaf1a37968c7,TinyBERT: Distilling BERT for Natural Language Understanding
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,3ba8d3060731d64cd46d27e933cbdfb8b7853f4b,Symmetric Cross Entropy for Robust Learning With Noisy Labels
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,93d63ec754f29fa22572615320afe0521f7ec66d,Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,f8de25118af2abc4c48afb947d6ec298e05ef1e5,When Does Label Smoothing Help?
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,39e01a6b3a1e8e2150f571bd3d5ed5c847eb7096,On the Use of ArXiv as a Dataset
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,071a1d2898aa3a5628438f9f68a21a6cac4f7148,Unifying Human and Statistical Evaluation for Natural Language Generation
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,5a814b1b114a8eb0dc60276af467d76e6250ca73,Weakly-Supervised Hierarchical Text Classification
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,e38b148e16053ec12bf7b5295c68da8edd4cde51,Content preserving text generation with attribute controls
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,d07284a6811f1b2745d91bdb06b040b57f226882,Decoupled Weight Decay Regularization
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,51a55df1f023571a7e07e338ee45a3e3d66ef73e,Character-level Convolutional Networks for Text Classification
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,687bac2d3320083eb4530bf18bb8f8f721477600,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,649d03490ef72c5274e3bccd03d7a299d2f8da91,Learning Word Vectors for Sentiment Analysis
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,d895647b4a80861703851ef55930a2627fe19492,"Biographies, Bollywood, Boom-boxes and Blenders: Domain Adaptation for Sentiment Classification"
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,75c08892179fc478f87d7020b5daff9fca4f3389,Beyond One-Model-Fits-All: A Survey of Domain Specialization for Large Language Models
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,df239785e6d26a45e9c8e06551cfecba92d1ecad,Exploring AI Ethics of ChatGPT: A Diagnostic Analysis
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,a2d28fb66dda5001b58d1529d1a82f768bdc9918,COCO-DR: Combating Distribution Shift in Zero-Shot Dense Retrieval with Contrastive and Distributionally Robust Learning
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,df2b0e26d0599ce3e70df8a9da02e51594e0e992,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,168ebafd229491250edf9e58aa7333d080c72cfe,Breaking the Glass Ceiling for Embedding-Based Classifiers for Large Output Spaces
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,,Prboost: Prompt-based rule discovery and boosting for interactive weakly-supervised learning
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,,experience with the product. 5. Recommendation Review: A recommendation review offers a clear recommendation or endorsement of the product. 2.6 Prompt Template table 17 for details
NeurIPS,Large Language Model as Attributed Training Data Generator: A Tale of Diversity and Bias,,"Thought-Provoking/Discussion: Initiate posts that spark thoughtful discussions and invite users to share their opinions or experiences. Pose open-ended questions, present"
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,f2693c6c9a601d5a40a57db2d2e67aebf4b73b87,Meta-learning with an Adaptive Task Scheduler
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,278936a17252c698ffddec396112893892da2042,Task Switching Network for Multi-task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,516b44daca5817a5a71165d0b9a679b4aac6787b,Recomposing the Reinforcement Learning Building Blocks with Hypernetworks
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,3e85d208b1b927fdb69ecf8336c70995818aaebd,MT-Opt: Continuous Multi-Task Robotic Reinforcement Learning at Scale
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,96b78897fba37282038bde12e48f8995d1276008,Multi-Task Reinforcement Learning with Context-based Representations
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,85bc7bac671da416c46b42903ab831b28c561ec9,Knowledge Transfer in Multi-Task Deep Reinforcement Learning for Continuous Control
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,78d9f4a6bc0f53d0594a752f0934a3689b4460d8,Gradient Vaccine: Investigating and Improving Multi-task Optimization in Massively Multilingual Models
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,247c4b9a2df3bdb4e3efe4301561814ead75219e,Exploring Parameter Space with Structured Noise for Meta-Reinforcement Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,e74aded7d0839af48706c51a7b55af2ea20f0603,Sharing Knowledge in Multi-Task Deep Reinforcement Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,0b9bfbd7a7f4595d99ab7f73862fbcfbac38c4d7,Multi-Task Reinforcement Learning with Soft Modularization
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,449c5660d637741f7aa7ff42549c32b43c9968bf,Gradient Surgery for Multi-Task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,0702f398468c23c96e3313e6efc798c964fba289,Pareto Multi-Task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,0bc855f84668b35cb65618d996d09f6e434d28c9,Meta-World: A Benchmark and Evaluation for Multi-Task and Meta Reinforcement Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,2b0d7e51efd004fe3847f54863540c79312f3546,Multi-Task Learning as Multi-Objective Optimization
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,fd836264d506e04429b590281a52e52fe24c7035,Multi-task Learning with Sample Re-weighting for Machine Reading Comprehension
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,65769b53e71ea7c52b3a07ad32bd4fdade6a0173,Multi-task Deep Reinforcement Learning with PopArt
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,619cf9d39abb93fe1ab17921c163fc5734ac1e70,End-To-End Multi-Task Learning With Attention
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,ce1c28ca2f52a42c6e60d792cd71ba894abc47d5,Multi-Goal Reinforcement Learning: Challenging Robotics Environments and Request for Research
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,afc2850945a871e72c245818f9bc141bd659b453,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,676226f19d3f0904ff03ef6559db768e049e3c30,Multi-task Learning for Continuous Control
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,811df72e210e20de99719539505da54762a11c6d,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,582157494d72dd28dc28172f04dfd5f25fb17bff,GradNorm: Gradient Normalization for Adaptive Loss Balancing in Deep Multitask Networks
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,7cfa5c97164129ce3630511f639040d28db1d4b7,FiLM: Visual Reasoning with a General Conditioning Layer
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,7ad66cba3b7e3abae7ef33122588512a146f7f77,A Survey on Multi-Task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,cf90552b5d2e992e93ab838fd615e1c36618e31c,Distral: Robust multitask reinforcement learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,142497432fe179ddb6ffe600c64a837ec6179550,Parameter Space Noise for Exploration
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,276194e96ebd620b5cff35a9168bdda39a0be57b,Federated Multi-Task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,f98788f32b0d33d200c9bc7d900d0ef39519c927,Multi-task Learning Using Uncertainty to Weigh Losses for Scene Geometry and Semantics
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,3a13f7c43b767b1fb72ef107ef62a4ddd48dd2a7,Modular Multitask Reinforcement Learning with Policy Sketches
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,8fab7d7dfd233fd5d19bc2641b4c1ca74fc7bc6a,Learning modular neural network policies for multi-task and multi-robot transfer
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,ea4cc7249645b5e3ea8ce65ed2c3b53383bd1e1b,Sparse multi-task reinforcement learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,d3c04a424fff21d3d12ff8b0543734cf244d5f67,Learning Task Grouping and Overlap in Multi-task Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,3858c1e72a8f854e8226d2640e61f9420517a556,Multi-observation visual recognition via joint dynamic sparse representation
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,1248ec7fae6c2b34a40cc0b99100227af6d2e980,Integrating low-rank and group-sparse structures for robust multi-task learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,d2d35fc47bfcd9bbcdf1905b23be6e5dcee05e9c,Learning with Whom to Share in Multi-task Feature Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,161ffb54a3fdf0715b198bb57bd22f910242eb49,Multitask Learning
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,942aec6e9dddcaa6700e14a2f6e1b77164a092cb,HyperGrid Transformers: Towards A Single Model for Multiple Tasks
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,,MTRL - multi task rl algorithms
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,,"b) Did you specify all the training details (e.g., data splits, hyperparameters, how they were chosen)? [Yes] And will also release the training scripts along with the code"
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,,"c) Did you report error bars (e.g., with respect to the random seed after running experiments multiple times)?"
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,,c) Did you include the estimated hourly wage paid to participants and the total amount spent on participant compensation?
NeurIPS,PaCo: Parameter-Compositional Multi-Task Reinforcement Learning,,"Did you describe any potential participant risks, with links to Institutional Review Board (IRB) approvals, if applicable?"
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",99e2b4e7c7d62292bd783a03db07abb51ce9b7b3,Hundreds Guide Millions: Adaptive Offline Reinforcement Learning with Expert Guidance
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",1f10c6aa30763fcf558380437f7452fbf3ce30c1,Offline Prioritized Experience Replay
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",60128ea6bd7fa6cd72099d1682ccf33d5b47b3c6,Boosting Offline Reinforcement Learning with Action Preference Query
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",5bccb4ffcd3ea8c5d5b25adeb15366cd9579aa34,Improving and Benchmarking Offline Reinforcement Learning Algorithms
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",2aae2dd79ef30022da59d8c33f0b3afa55d9c20d,Efficient Diffusion Policies for Offline Reinforcement Learning
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",bc04606ad7fb32dbb06daaecc66c61304bb11ec5,Adaptive Rotated Convolution for Rotated Object Detection
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",bd38cbbb346a347cb5b60ac4a133b3d73cb44e07,Efficient Online Reinforcement Learning with Offline Data
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",9bdad7f737c1303f199384c5b65dc67da7e5c4d8,Offline Q-Learning on Diverse Multi-Task Data Both Scales And Generalizes
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",e201436082ee00f2c8a73da4d19809c6f1772102,"Q-Ensemble for Offline RL: Don't Scale the Ensemble, Scale the Batch Size"
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",5ad26b8d3043578ede5625d40f877cf980023338,Boosting Offline Reinforcement Learning via Data Rebalancing
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",2b23a0e5c1709d4a82e1bd09a83e2cef83d8dfe8,Mutual Information Regularized Offline Reinforcement Learning
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",c2832913ece78971c1c3d44e45a3ca7cb509e207,Efficient Knowledge Distillation from Model Checkpoints
NeurIPS,"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",0f1402c536cc3cbbcb73b06f96289e50a34ca3cf,Offline Reinforcement Learning via High-Fidelity Generative Behavior Modeling
